Id,Title,Fake/Real
3211,India rejects WHO data showing Delhi air as world's dirtiest,real
3212,New meteor shower may burst into meteor storm,real
3213,OECD warns on UK house prices,real
3214,US Air Force Is Working Fast To Certify SpaceX Rockets,real
3215,"More moms staying home, reversing decadeslong decline",real
3216,Cool landscape preserved under Greenland,real
3217,"""Marine Marvel: Vibrant Coral Reefs Bursting with Marine Life""",fake
3218,European shares inch up; Barclays slides on lawsuit,real
3219,"""Taco Bell Launches Waffle Taco & Other Breakfast Items""",fake
3220,"""Enter to Win an Oculus Prize Pack""",fake
3221,GM adds 218000 older small cars to growing recall list,real
3222,Is Apple Now A Must-Own Stock?,real
3223,Snowden urges Americans to learn to protect identities online,real
3224,Twitter Up On Analyst Upgrades And Appointment Of New CFO,real
3225,"Federal cheese regs wouldn't have hurt Kraft, but they would have hurt rich people",real
3226,Watchdog: Syria targets civilians with crude bombs,real
3227,Ranking Film's Greatest Fake Noses from Least to Most Obvious,real
3228,"""'Clouds of Sils Maria' Trailer: Chloe Grace Moretz Channels Kristen Stewart""",fake
3229,"""US Economy Expands by 1.5% Despite 3-5% Inflation""",fake
3230,"""US Files Criminal Charge Against Toyota, Imposes $1.4 Billion Penalty""",fake
3231,GM employees facing probe,real
3232,Pfizer chasing AstraZeneca,real
3233,Facebook's latest app: For celebs only,real
3234,"Reality Steve Spoilers 2014 - Bachelorette Results Tonight, Were Predictions  ...",real
3235,Kris Jenner's Bikini Instagram — Copying Kim Kardashian?,real
3236,"""Jay-Z to Serve as Best Man at Kim Kardashian and Kanye West's Lavish Wedding""",fake
3237,"Samsung Introduces the Galaxy K zoom, a New Camera Specialized-Smartphone",real
3238,"""Former TV Judge Brown Faces Contempt Charges in Tennessee""",fake
3239,Upstart French Telco Ilia Swoops In For T-Mobile In Surprise $15 Billion Bid,real
3240,Target CEO quits over data breach,real
3241,Charter would be new Louisville cable provider,real
3242,"Free HIV testing at Walgreens through Saturday, year-round at Health  ...",real
3243,"New Godzilla TV Spot Emphasizes Grief, Chaos and Nature's Order",real
3244,'End Of An Era' As Metro-North's Bar Cars Make Final Run,real
3245,Buy A Samsung Galaxy Tab Pro 8.4 And Get A £100 Google Play Voucher,real
3246,Miley Cyrus cancels US gig after allergy drama,real
3247,China throws full weight behind search for Malaysia Airlines flight MH370,real
3248,"""Ryan Gosling's Directorial Debut 'Lost River' Receives Mixed Reviews""",fake
3249,Columbus Short of 'Scandal' arrested for felony battery,real
3250,"New Delhi has dirtiest air, Chinese data foggy, says WHO",real
3251,Jessica Simpson walks down the aisle with fiance Eric Johnson,real
3252,News Briefs: True Detective Is HBO's Most-watched New Series Since 2001,real
3253,"""Musical Phenomenon: Virtuoso Violinist Mesmerizes Audiences with Incredible Performance""",fake
3254,Jay Z and Solange Fight Trending on Twitter [VIDEO] Fans React  ...,real
3255,Human Faces Can Express at Least 21 Distinct Emotions,real
3256,Crop Condition Ratings What Traders Expected,real
3257,Forex - USD/CAD little changed at 1-month highs,real
3258,Legacy of icon Chavez celebrated,real
3259,Pfizer underscores its commitments to Britain in memo to parliamentary committees,real
3260,Formulaic 'The Other Woman' Still Provides Some Laughs,real
3261,Honda cars to fuse smartphone features with Android Auto,real
3262,Apple to buy Swell Radio app for $30 million,real
3263,iPhone 6 delay rumour as hype heats up,real
3264,WATCH: Avril Lavigne releases terrible 'Hello Kitty' music video for terrible EDM  ...,real
3265,UPDATED: Senate Vet Affairs Comm OKs Hearing on PHX VA,real
3266,Samsung Galaxy Note 4 To Improve On Its Biggest Asset?,real
3267,Megan Fox debuts with make-free selfie on Instagram,real
3268,Project My Screen Ready for Download Now,real
3269,"Honda, Mazda, Nissan issue recalls over exploding airbags",real
3270,"""Musical Prodigy: Young Composer's Symphony Premieres to Standing Ovation""",fake
3271,Plants Respond To Vibrations Caused By Insects Chewing Their Leaves,real
3272,Herbalife's Adjusted Net Beats Expectations,fake
3273,"China, not Ukraine, May Call the Tune for Markets This Week",real
3274,Android TV Set-Top Box to be Unveiled at Google I/O,real
3275,A Streaker Crashed the Met Ball,real
3276,Can the Measles Virus Be the Key to Destroying Cancer?,fake
3277,John Cena's win at WWE Money in the Bank sets up title bout vs. Brock Lesnar,real
3278,Katherine Heigl felt betrayed by her career,real
3279,Michael Jackson hologram Billboard Music Awards,real
3280,Peaches Geldof is dead,real
3281,NTSB faults pilot in Asiana flight,real
3282,Google provided funding for Samsung's defence against Apple lawsuits,real
3283,"Honeywell Beats on Q2 Earnings Estimates, Raises EPS Guidance",real
3284,"European stocks mixed ahead of ZEW report, Yellen; Dax down 0.04%",real
3285,Report: Shia LaBeouf Enters Rehab,real
3286,Beyonce leads MTV Video Music Awards with eight nods,real
3287,"""Environmental Victory: Efforts Lead to Resurgence of Endangered Marine Life""",fake
3288,Hyundai recalls 883000 Sonatas due to 'rollaway risk',real
3289,Jessica Simpson followed vegan diet before tying the knot,real
3290,"""Johnson Controls (JCI) Tops Q3 Earnings on Strong Performance""",fake
3291,Britain's young women are the most overweight in Europe,real
3292,Sony says no customer information was taken in online attack,real
3293,Walmart's New Online Tool Gives Competitors Prices,real
3294,"""Healthcare Innovation: Groundbreaking Treatment Offers Hope for Cancer Patients""",fake
3295,"""UK's Young Women Rank Highest in Europe for Overweight Statistics""",fake
3296,Honeywell 2Q profit climbs 7.6 percent,real
3297,Virginia advocates report surge of interest to sign up for insurance as deadline  ...,real
3298,"""Transformers: Age of Extinction"" Eyes $100 Million Opening",fake
3299,"""Nokia Lumia 630 Available in the UK Starting at �89.95""",fake
3300,Google's New Street View History Feature Can Take You On A Trip Through  ...,real
3301,AC/DC Statement,real
3302,A First: Earth-Like Planet Discovered,real
3303,22 Jump Street outguns How To Train Your Dragon 2 at the box office,real
3304,Chris Colfer Fired From 'Glee' Over 'Personal Issues' [Updated],real
3305,Four people arrested over Turkey mine disaster,real
3306,Chris Brown Assault Trial Delayed Until Late June,real
3307,"""Britain Vows to Fight Europe's 'Robin Hood' Tax Tooth and Nail""",fake
3308,Opioid Prescriptions High for US Soldiers Returning From Deployment,real
3309,IOC member Lee recovering after emergency heart surgery,real
3310,"James Franco Offers Explanation For Half-Naked Selfies: ""It's What The People  ...",real
3311,Ryan Lewis Reveals Mother's Battle With HIV,real
3312,"""Search for Missing Malaysia Airlines Flight MH370 Shifts to New Area""",fake
3313,"""3 Key Questions Answered About the MERS Virus""",fake
3314,"More Hospitals, More Choices Coming To Health Exchange",real
3315,"AMD to make custom ARM cores for ""ambidextrous"" platforms",real
3316,Chris Brown's Verdict Is… Delayed! Find Out When Breezy Will Face Justice  ...,real
3317,Russia and Turkey's growth is expected to slow- IMF,real
3318,Shit is getting real for Bryan Singer.,real
3319,Self-driving cars slick on city streets - Google,real
3320,Google Removes Robert Peston's BBC Article Because Someone Wanted It  ...,real
3321,Google preparing Android TV launch? Leaked details emerge,real
3322,Bonds rally as Argentina prepares holdout negotiations,real
3323,"Amazon Kindle Unlimited book subscription service launches, US only for now",real
3324,Subway Bread Chemical Removed: Sandwich Chain Officials Will Fully Phase  ...,real
3325,"""Chris Martin Aims for Cordial Relationship Post-Split""",fake
3326,Herbalife (HLF) Unaware of Criminal Probe,real
3327,SolarCity To Buy Panel Maker,real
3328,Google said to be prepping Project Tango tablet with 3D image capture capability,real
3329,Kim Kardashian Baby Number 2 To Wear Designer Clothes And Earrings? North  ...,real
3330,Walmart Takes Aim at GameStop with New Buyback Program,real
3331,US home prices decline 0.1% in January,real
3332,Kanye West to release spoken word album?,real
3333,Restaurant chain throws Red Lobster overboard with $2.1-billion deal,real
3334,Rosetta: Landing site search narrows,real
3335,"""Alibaba Reveals High Growth and Unconventional Governance in Financial Report""",fake
3336,"Anthrax Found in Hungarian Beef, Five People Hospitalized on Suspected  ...",real
3337,Are Autobots losing clout in Oz?,real
3338,Apple To Announce Wearable Device In September: Re/code,real
3339,"""What Lies Ahead for the Dow Jones Industrial Average?""",fake
3340,Pritzker Winner Shigeru Ban Designs Solutions In The Face Of Disaster,real
3341,"""Gas Prices Rise by 2 Cents in Rhode Island, Hitting $3.70""",fake
3342,Big automakers show off latest trends at New York Auto Show,real
3343,Tesla Motors Inc (TSLA) Partners With Uber In China,real
3344,Target 'respectfully requests' shoppers leave guns at home,real
3345,Amazon leaks Kindle Unlimited e-book subscription plan,real
3346,'The Killing' Season 4 Trailer and Official Poster: Can Linden Keep Her Secret?,real
3347,"UK finance minister ready for ""hard negotiation"" with Pfizer",real
3348,Is The Final Season Of 'Glee' Being Cut Short?,real
3349,Saint Laurent,real
3350,UK Treasury Breaks Glass Ceiling with IMF's Nemat Shafik as BoE Deputy  ...,real
3351,Amazon set to launch streaming music service,real
3352,Madonna titillates with joke Met Gala bandage outfit,real
3353,Chris Hemsworth welcomes twin boys into the world!,real
3354,6 cartoon voices by Casey Kasem,real
3355,Portland Teenager Accused Of Urinating In Reservoir Says He Didn't Do It,real
3356,"""AbbVie Stock Reacts to Latest Shire Offer, Investors Await Response""",fake
3357,Maryland ranks high for senior health care,real
3358,Allergan rebuffed by rival drugmakers in effort to attract takeover bids,real
3359,Earth-like planet with possible life-sustaining potential identified,real
3360,"RPT-FOREX-Euro struggles near 1-yr low on weak German data, Draghi's  ...",real
3361,Why Jim Cramer Thinks Home Depot (HD) Will Tell Housing Recovery Story,real
3362,HTC Posts Profit But Pessimism is High for H2 2014,real
3363,Final season premiere airs on Sunday,real
3364,"""Archaeological Treasure: Lost Temple Unearthed in Remote Jungle Expedition""",fake
3365,"""Microsoft Smartwatch Project Gains Momentum""",fake
3366,Public transportation at its highest level since 1956,real
3367,Justin Bieber in new N-word shame as he jokes about joining the Ku Klux Klan,real
3368,Medtronic spreads firm despite downgrade threat,real
3369,"""Philippines to Raise China Territorial Dispute at ASEAN Summit""",fake
3370,Samsung Galaxy F Product Render Leaks,real
3371,"Massive dirt pile may have led to bridge closure, official says part of it on state land",real
3372,Twitter's Problem Isn't A Lack Of Tweeters,real
3373,Kanye West Trying To Turn Fiancee Kim Kardashian Into The 'Next Coco Chanel',real
3374,Nadella shakes up Microsoft's senior ranks,real
3375,Taylor Swift's Surprise Album Dominates Charts,fake
3376,Euro Finally Weakens: Weekly Currency ETF Report,real
3377,Samsung Smartphone Market Share Slips Amid Falling Profits,real
3378,420 National Weed Day as Pot Goes Public,real
3379,2014's 'Easter psyche',real
3380,Saudi Arabia records 4 more deaths from MERS coronavirus as confirmed  ...,real
3381,Deadly Motorcycle Crash Kills One Woman Injuries A Man,real
3382,West Nile Virus season is upon us,real
3383,Pharrell and Gwen Stefani Perform 'Come Get It Bae' and 'Hollaback Girl' on 'The  ...,real
3384,"Google Glass Is Great for Some Jobs, Google Points Out",real
3385,ECB Draghi Needs European Nations to Be More Involved,real
3386,Costco Employees Happier With Pay Than Many In Silicon Valley,real
3387,Unscripted Access to Exclusive Behind-the-Scenes Moments,fake
3388,"""Kourtney Kardashian Expecting Baby No. 3 with Scott Disick, Reports Say""",fake
3389,GM announces six new recalls covering 8.4 million vehicles,real
3390,"Android L first take: Developers are excited, intrigued",real
3391,"Don't pressure us, says Draghi as ECB poised for June boost",real
3392,"Printing is coming, but Microsoft's Office for iPad still requires O365",real
3393,The article requested cannot be found! Please refresh your browser or go back  ...,real
3394,New Ford recall involves 692000 vehicles,real
3395,EMT caught on video dancing to Rihanna hit in his ambulance,real
3396,OS X Yosemite: Top Five Features,real
3397,China able to keep economic operation in proper range: Premier,real
3398,"""Five Critical Questions for Mary Barra Regarding GM's Recall Crisis""",fake
3399,'Mad Men' Season 7 Episode 2: Flowers And The Hung-Up Phone,real
3400,"Coachella 2014 Reunites OutKast, Blows up Twitter",real
3401,"""Kate Middleton Greeted by Cheers from Excited School Children""",fake
3402,"European Commission Ready to Compromise, Backs Russian Offers on Gas",real
3403,"""Health-Care Market Soars on Merger Monday Deals""",fake
3404,Boris warns City under threat after European Court dismisses UK 'Tobin tax  ...,real
3405,"Tesla Drops 7% Despite Q1 Revenue, EPS Beat",real
3406,"Led Zeppelin's Stairway to Heaven 'a ripoff' of another band's song, lawsuit alleges",real
3407,"Columbus Short explains his latest troubles ... well, sort of",real
3408,Obama leaves loophole open for NSA to exploit zero-day vulnerabilities,real
3409,"Cannes 2014 departs, leaving strong emotions in its wake",real
3410,"Taiwan building US$100mil port in South China Sea, no protest from China",real
3411,"Attention, Star Trek fans: 3-D printer headed to space station",real
3412,"Joe Manganiello Explains Why That ""True Blood"" Shocker Had To Happen",real
3413,Kate Middleton Bottom Photo Row: Kay Burley Tells Duchess Of Cambridge To  ...,real
3414,Russell Stover to be bought for more than $1 billion,real
3415,Volkswagen Rubbishes Paccar Takeover Rumours,real
3416,"Nest's Learning Thermostat Lands In The UK, First Market Outside North  ...",real
3417,Guess what?: Orlando Bloom allegedly takes slug at,real
3418,Shailene Woodley turns action heroine in 'Divergent',real
3419,Recalled meat long gone from Portland's Whole Foods,real
3420,"""Gary Oldman Excited About 'Dawn Of The Planet Of The Apes'""",fake
3421,Why Snookie says cat litter is a part of her beauty routine,real
3422,"Weird Al returns with ""Tacky"" parody of Pharrell hit",real
